-10   1   0   9   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0 -10   1   0   9   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0 -10   1   0   9   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0 -10   1   0   9   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0 -10   1   0   9   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0 -10   1   0   9   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0  -7   1   0   6   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0  -7   1   0   6   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0  -4   1   0   3   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0  -4   1   0   3   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
